Zone,Salinity,Temp_in
Ambient,0.03440852125605235,0.6423927629834658
Diffuse,0.8495351122311438,0.895165530211277
Offshore,0.01354721222827887,0.21445713728295207
Transition,1.9236540116136704,1.0497690582354131
